Drug1,Drug1_ID,Drug2,Drug2_ID,Interaction
warfarin-type anticoagulants,N/A,lidocaine,DB00281,0
warfarin-type anticoagulants,N/A,theophylline,DB00277,0
warfarin-type anticoagulants,N/A,metronidazole,DB00916,0
phenytoin,DB00252,nifedipine,DB01115,0
phenytoin,DB00252,tricyclic antidepressants,N/A,0
phenytoin,DB00252,lidocaine,DB00281,0
phenytoin,DB00252,metronidazole,DB00916,0
propranolol,DB00571,nifedipine,DB01115,0
propranolol,DB00571,chlordiazepoxide,DB00475,0
propranolol,DB00571,tricyclic antidepressants,N/A,0
propranolol,DB00571,lidocaine,DB00281,0
propranolol,DB00571,theophylline,DB00277,0
propranolol,DB00571,metronidazole,DB00916,0
nifedipine,DB01115,chlordiazepoxide,DB00475,0
nifedipine,DB01115,diazepam,DB00829,0
nifedipine,DB01115,tricyclic antidepressants,N/A,0
nifedipine,DB01115,lidocaine,DB00281,0
nifedipine,DB01115,theophylline,DB00277,0
nifedipine,DB01115,metronidazole,DB00916,0
chlordiazepoxide,DB00475,tricyclic antidepressants,N/A,0
chlordiazepoxide,DB00475,lidocaine,DB00281,0
chlordiazepoxide,DB00475,theophylline,DB00277,0
chlordiazepoxide,DB00475,metronidazole,DB00916,0
diazepam,DB00829,tricyclic antidepressants,N/A,0
diazepam,DB00829,lidocaine,DB00281,0
diazepam,DB00829,metronidazole,DB00916,0
tricyclic antidepressants,N/A,lidocaine,DB00281,0
tricyclic antidepressants,N/A,theophylline,DB00277,0
tricyclic antidepressants,N/A,metronidazole,DB00916,0
lidocaine,DB00281,theophylline,DB00277,0
lidocaine,DB00281,metronidazole,DB00916,0
theophylline,DB00277,metronidazole,DB00916,0
anticoagulant,N/A,tagamet,N/A,1
tagamet,N/A,theo-dur,N/A,1
theo-dur,N/A,theophylline,DB00277,0
ellence,N/A,calcium channel blockers,N/A,1
cimetidine,DB00501,epirubicin,DB00445,1
cimetidine,DB00501,ellence,N/A,1
antihistamines,N/A,alcohol,N/A,0
antihistamines,N/A,central nervous system depressants,N/A,1
alcohol,N/A,central nervous system depressants,N/A,0
tricyclic antidepressants,N/A,barbiturates,N/A,0
tricyclic antidepressants,N/A,central nervous system depressants,N/A,0
barbiturates,N/A,central nervous system depressants,N/A,0
sympathomimetic drugs,N/A,monoamine oxidase inhibitors,N/A,1
methyldopa,DB00968,mecamylamine,DB00657,0
methyldopa,DB00968,veratrum alkaloids,N/A,0
methyldopa,DB00968,sympathomimetics,N/A,1
mecamylamine,DB00657,reserpine,DB00206,0
mecamylamine,DB00657,veratrum alkaloids,N/A,0
mecamylamine,DB00657,sympathomimetics,N/A,1
reserpine,DB00206,veratrum alkaloids,N/A,0
reserpine,DB00206,sympathomimetics,N/A,1
veratrum alkaloids,N/A,sympathomimetics,N/A,1
beta-adrenergic blocking agents,N/A,sympathomimetics,N/A,1
pseudoephedrine,DB00852,digitalis,N/A,1
antacids,N/A,pseudoephedrine,DB00852,1
antacids,N/A,kaolin,DB01575,0
pseudoephedrine,DB00852,kaolin,DB01575,1
dexbrompheniramine,DB00405,alcohol,N/A,1
dexbrompheniramine,DB00405,cns depressants,N/A,1
dexbrompheniramine,DB00405,antihistamines,N/A,0
dexbrompheniramine,DB00405,anticholinergics,N/A,1
dexbrompheniramine,DB00405,monoamine oxidase (mao) inhibitors,N/A,1
alcohol,N/A,anticholinergics,N/A,0
alcohol,N/A,monoamine oxidase (mao) inhibitors,N/A,0
cns depressants,N/A,antihistamines,N/A,0
cns depressants,N/A,anticholinergics,N/A,0
cns depressants,N/A,monoamine oxidase (mao) inhibitors,N/A,0
antihistamines,N/A,anticholinergics,N/A,0
antihistamines,N/A,antihistamines,N/A,0
antihistamines,N/A,monoamine oxidase (mao) inhibitors,N/A,0
anticholinergics,N/A,antihistamines,N/A,0
anticholinergics,N/A,monoamine oxidase (mao) inhibitors,N/A,0
taxol,N/A,cisplatin,DB00515,1
taxol,N/A,taxol,N/A,0
cisplatin,DB00515,taxol,N/A,0
cisplatin,DB00515,cisplatin,DB00515,0
paclitaxel,DB01229,taxol,N/A,0
paclitaxel,DB01229,cisplatin,DB00515,0
taxol,N/A,protease inhibitors,N/A,0
taxol,N/A,ritonavir,DB00503,0
taxol,N/A,saquinavir,DB01232,0
taxol,N/A,indinavir,DB00224,0
taxol,N/A,nelfinavir,DB00220,0
protease inhibitors,N/A,ritonavir,DB00503,0
protease inhibitors,N/A,saquinavir,DB01232,0
protease inhibitors,N/A,indinavir,DB00224,0
protease inhibitors,N/A,nelfinavir,DB00220,0
saquinavir,DB01232,indinavir,DB00224,0
doxorubicin,DB00997,doxorubicinol,N/A,0
doxorubicin,DB00997,paclitaxel,DB01229,0
doxorubicin,DB00997,doxorubicin,DB00997,0
doxorubicinol,N/A,paclitaxel,DB01229,0
doxorubicinol,N/A,doxorubicin,DB00997,0
paclitaxel,DB01229,doxorubicin,DB00997,1
cyclosporin,N/A,teniposide,DB00444,0
cyclosporin,N/A,taxol,N/A,1
teniposide,DB00444,taxol,N/A,1
taxol,N/A,corticosteroids,N/A,0
taxol,N/A,dexamethasone,DB01234,0
taxol,N/A,h2 antagonists,N/A,0
taxol,N/A,cimetidine,DB00501,0
taxol,N/A,ranitidine,DB00863,0
corticosteroids,N/A,dexamethasone,DB01234,0
corticosteroids,N/A,h2 antagonists,N/A,0
corticosteroids,N/A,cimetidine,DB00501,0
corticosteroids,N/A,ranitidine,DB00863,0
dexamethasone,DB01234,h2 antagonists,N/A,0
dexamethasone,DB01234,cimetidine,DB00501,0
dexamethasone,DB01234,ranitidine,DB00863,0
h2 antagonists,N/A,cimetidine,DB00501,0
h2 antagonists,N/A,ranitidine,DB00863,0
bronchodilators,N/A,taxol,N/A,0
sulfonylureas,N/A,nonsteroidal anti-inflammatory agents,N/A,1
sulfonylureas,N/A,azoles,N/A,1
sulfonylureas,N/A,salicylates,N/A,1
sulfonylureas,N/A,chloramphenicol,DB00446,1
sulfonylureas,N/A,probenecid,DB01032,1
sulfonylureas,N/A,coumarins,N/A,1
sulfonylureas,N/A,monoamine oxidase inhibitors,N/A,1
sulfonylureas,N/A,beta adrenergic blocking agents,N/A,1
nonsteroidal anti-inflammatory agents,N/A,azoles,N/A,0
nonsteroidal anti-inflammatory agents,N/A,sulfonamides,N/A,0
nonsteroidal anti-inflammatory agents,N/A,chloramphenicol,DB00446,0
nonsteroidal anti-inflammatory agents,N/A,probenecid,DB01032,0
nonsteroidal anti-inflammatory agents,N/A,coumarins,N/A,0
nonsteroidal anti-inflammatory agents,N/A,beta adrenergic blocking agents,N/A,0
azoles,N/A,salicylates,N/A,0
azoles,N/A,sulfonamides,N/A,0
azoles,N/A,chloramphenicol,DB00446,0
azoles,N/A,probenecid,DB01032,0
azoles,N/A,coumarins,N/A,0
azoles,N/A,monoamine oxidase inhibitors,N/A,0
azoles,N/A,beta adrenergic blocking agents,N/A,0
salicylates,N/A,chloramphenicol,DB00446,0
salicylates,N/A,probenecid,DB01032,0
salicylates,N/A,coumarins,N/A,0
salicylates,N/A,beta adrenergic blocking agents,N/A,0
sulfonamides,N/A,chloramphenicol,DB00446,0
sulfonamides,N/A,probenecid,DB01032,0
sulfonamides,N/A,coumarins,N/A,0
sulfonamides,N/A,monoamine oxidase inhibitors,N/A,0
sulfonamides,N/A,beta adrenergic blocking agents,N/A,0
chloramphenicol,DB00446,probenecid,DB01032,0
chloramphenicol,DB00446,coumarins,N/A,0
chloramphenicol,DB00446,monoamine oxidase inhibitors,N/A,0
chloramphenicol,DB00446,beta adrenergic blocking agents,N/A,0
probenecid,DB01032,coumarins,N/A,0
probenecid,DB01032,monoamine oxidase inhibitors,N/A,0
probenecid,DB01032,beta adrenergic blocking agents,N/A,0
coumarins,N/A,monoamine oxidase inhibitors,N/A,0
coumarins,N/A,beta adrenergic blocking agents,N/A,0
monoamine oxidase inhibitors,N/A,beta adrenergic blocking agents,N/A,0
glipizide,DB01067,tolbutamide,DB01124,0
glipizide,DB01067,salicylate,N/A,0
glipizide,DB01067,dicumarol,N/A,0
tolbutamide,DB01124,salicylate,N/A,0
tolbutamide,DB01124,dicumarol,N/A,0
salicylate,N/A,dicumarol,N/A,0
thiazides,N/A,calcium channel blocking drugs,N/A,0
diuretics,N/A,calcium channel blocking drugs,N/A,0
corticosteroids,N/A,calcium channel blocking drugs,N/A,0
phenothiazines,N/A,calcium channel blocking drugs,N/A,0
thyroid products,N/A,calcium channel blocking drugs,N/A,0
estrogens,N/A,calcium channel blocking drugs,N/A,0
contraceptives,N/A,calcium channel blocking drugs,N/A,0
phenytoin,DB00252,calcium channel blocking drugs,N/A,0
nicotinic acid,N/A,calcium channel blocking drugs,N/A,0
sympathomimetics,N/A,calcium channel blocking drugs,N/A,0
calcium channel blocking drugs,N/A,isoniazid,DB00951,0
fluconazole,DB00196,glipizide,DB01067,1
glipizide,DB01067,fluconazole,DB00196,1
antithrombin iii,N/A,antithrombin iii,N/A,0
fibrinogen,N/A,fibrinogen,N/A,0
corticosteroids,N/A,sex steroids,N/A,0
anticoagulants,N/A,blood thinner,N/A,0
anticoagulants,N/A,carbamazepine,DB00564,0
anticoagulants,N/A,corticotropin,DB01285,0
anticoagulants,N/A,barbiturates,N/A,0
anticoagulants,N/A,central nervous system (cns) depressants,N/A,0
anticoagulants,N/A,divalproex sodium,N/A,0
anticoagulants,N/A,valproic acid,DB00313,0
blood thinner,N/A,carbamazepine,DB00564,0
blood thinner,N/A,corticotropin,DB01285,0
blood thinner,N/A,barbiturates,N/A,0
blood thinner,N/A,central nervous system (cns) depressants,N/A,0
blood thinner,N/A,divalproex sodium,N/A,0
blood thinner,N/A,valproic acid,DB00313,0
blood thinner,N/A,contraceptives,N/A,0
blood thinner,N/A,estrogens,N/A,0
carbamazepine,DB00564,corticotropin,DB01285,0
carbamazepine,DB00564,barbiturates,N/A,0
carbamazepine,DB00564,central nervous system (cns) depressants,N/A,0
carbamazepine,DB00564,divalproex sodium,N/A,0
carbamazepine,DB00564,valproic acid,DB00313,0
carbamazepine,DB00564,estrogens,N/A,0
corticotropin,DB01285,barbiturates,N/A,0
corticotropin,DB01285,central nervous system (cns) depressants,N/A,0
corticotropin,DB01285,divalproex sodium,N/A,0
corticotropin,DB01285,valproic acid,DB00313,0
corticotropin,DB01285,contraceptives,N/A,0
corticotropin,DB01285,estrogens,N/A,0
barbiturates,N/A,central nervous system (cns) depressants,N/A,0
barbiturates,N/A,barbiturates,N/A,0
barbiturates,N/A,divalproex sodium,N/A,0
barbiturates,N/A,valproic acid,DB00313,0
barbiturates,N/A,estrogens,N/A,0
central nervous system (cns) depressants,N/A,barbiturates,N/A,0
central nervous system (cns) depressants,N/A,divalproex sodium,N/A,0
central nervous system (cns) depressants,N/A,valproic acid,DB00313,0
central nervous system (cns) depressants,N/A,contraceptives,N/A,0
central nervous system (cns) depressants,N/A,estrogens,N/A,0
divalproex sodium,N/A,valproic acid,DB00313,0
divalproex sodium,N/A,barbiturates,N/A,0
divalproex sodium,N/A,contraceptives,N/A,0
divalproex sodium,N/A,estrogens,N/A,0
valproic acid,DB00313,barbiturates,N/A,0
valproic acid,DB00313,contraceptives,N/A,0
valproic acid,DB00313,estrogens,N/A,0
contraceptives,N/A,estrogens,N/A,0
contraceptives,N/A,barbiturates,N/A,0
estrogens,N/A,barbiturates,N/A,0
ace-inhibitors,N/A,nsaids,N/A,0
ace-inhibitors,N/A,ace-inhibitors,N/A,0
nsaids,N/A,ace-inhibitors,N/A,1
antacids,N/A,lodine,N/A,0
antacids,N/A,lodine,N/A,0
aspirin,N/A,lodine,N/A,0
aspirin,N/A,etodolac,DB00749,0
lodine,N/A,aspirin,N/A,1
lodine,N/A,etodolac,DB00749,0
aspirin,N/A,etodolac,DB00749,0
nsaids,N/A,lodine,N/A,0
lodine,N/A,nsaids,N/A,0
lodine,N/A,cyclosporine,DB00091,1
lodine,N/A,digoxin,DB00390,1
lodine,N/A,methotrexate,DB00563,1
cyclosporine,DB00091,digoxin,DB00390,0
cyclosporine,DB00091,methotrexate,DB00563,0
digoxin,DB00390,methotrexate,DB00563,0
lodine,N/A,nsaid,N/A,0
diuretics,N/A,furosemide,DB00695,0
diuretics,N/A,hydrochlorothiazide,DB00999,0
furosemide,DB00695,hydrochlorothiazide,DB00999,0
lodine,N/A,furosemide,DB00695,1
lodine,N/A,thiazides,N/A,1
glyburide,DB01016,etodolac,DB00749,0
etodolac,DB00749,glyburide,DB01016,0
phenylbutazone,DB00812,phenylbutazone,DB00812,0
phenylbutazone,DB00812,etodolac,DB00749,1
etodolac,DB00749,phenylbutazone,DB00812,1
phenytoin,DB00252,etodolac,DB00749,0
etodolac,DB00749,phenytoin,DB00252,0
warfarin,DB00682,lodine,N/A,0
warfarin,DB00682,etodolac,DB00749,1
lodine,N/A,warfarin,DB00682,0
etodolac,DB00749,warfarin,DB00682,1
nizatidine,DB00585,theophylline,DB00277,0
nizatidine,DB00585,chlordiazepoxide,DB00475,0
nizatidine,DB00585,lorazepam,DB00186,0
nizatidine,DB00585,lidocaine,DB00281,0
nizatidine,DB00585,phenytoin,DB00252,0
nizatidine,DB00585,warfarin,DB00682,0
theophylline,DB00277,chlordiazepoxide,DB00475,0
theophylline,DB00277,lorazepam,DB00186,0
theophylline,DB00277,lidocaine,DB00281,0
chlordiazepoxide,DB00475,lorazepam,DB00186,0
chlordiazepoxide,DB00475,phenytoin,DB00252,0
chlordiazepoxide,DB00475,warfarin,DB00682,0
lorazepam,DB00186,lidocaine,DB00281,0
lorazepam,DB00186,phenytoin,DB00252,0
lidocaine,DB00281,phenytoin,DB00252,0
lidocaine,DB00281,warfarin,DB00682,0
phenytoin,DB00252,warfarin,DB00682,0
aspirin,N/A,nizatidine,DB00585,1
salicylate,N/A,nizatidine,DB00585,0
adrenergic drugs,N/A,brovana,N/A,1
paroxetine,DB00715,brovana,N/A,0
methylxanthines,N/A,aminophylline,DB01223,0
methylxanthines,N/A,diuretics,N/A,0
methylxanthines,N/A,adrenergic agonists,N/A,1
aminophylline,DB01223,steroids,N/A,0
aminophylline,DB01223,diuretics,N/A,0
aminophylline,DB01223,adrenergic agonists,N/A,1
theophylline,DB00277,diuretics,N/A,0
theophylline,DB00277,adrenergic agonists,N/A,1
steroids,N/A,adrenergic agonists,N/A,1
diuretics,N/A,adrenergic agonists,N/A,1
non-potassium sparing diuretics,N/A,loop diuretics,N/A,0
non-potassium sparing diuretics,N/A,thiazide diuretics,N/A,0
non-potassium sparing diuretics,N/A,beta-agonists,N/A,1
non-potassium sparing diuretics,N/A,beta-agonist,N/A,0
loop diuretics,N/A,beta-agonists,N/A,1
loop diuretics,N/A,beta-agonist,N/A,0
thiazide diuretics,N/A,beta-agonists,N/A,1
thiazide diuretics,N/A,beta-agonist,N/A,0
beta-agonists,N/A,beta-agonist,N/A,0
beta-agonists,N/A,non-potassium sparing diuretics,N/A,1
brovana,N/A,beta2-agonists,N/A,0
brovana,N/A,monoamine oxidase inhibitors,N/A,1
brovana,N/A,tricyclic antidepressants,N/A,1
brovana,N/A,adrenergic agonists,N/A,0
beta2-agonists,N/A,monoamine oxidase inhibitors,N/A,1
beta2-agonists,N/A,tricyclic antidepressants,N/A,1
beta2-agonists,N/A,adrenergic agonists,N/A,0
monoamine oxidase inhibitors,N/A,adrenergic agonists,N/A,1
tricyclic antidepressants,N/A,adrenergic agonists,N/A,1
methylxanthines,N/A,brovana,N/A,0
aminophylline,DB01223,brovana,N/A,0
theophylline,DB00277,brovana,N/A,0
brovana,N/A,brovana,N/A,0
brovana,N/A,theophylline,DB00277,0
beta-adrenergic receptor antagonists,N/A,beta-blockers,N/A,0
beta-adrenergic receptor antagonists,N/A,brovana,N/A,1
beta-blockers,N/A,brovana,N/A,1
beta-blockers,N/A,beta-agonists,N/A,1
antihistamines,N/A,cns depressants,N/A,1
antihistamines,N/A,tranquilizers,N/A,0
antihistamines,N/A,cns depressant drugs,N/A,1
monoamine oxidase (mao) inhibitors,N/A,antihistamines,N/A,1
doxapram,DB00561,sympathomimetic,N/A,1
doxapram,DB00561,monoamine oxidase inhibiting drugs,N/A,1
sympathomimetic,N/A,monoamine oxidase inhibiting drugs,N/A,0
muscle relaxants,N/A,doxapram,DB00561,0
muscle relaxants,N/A,muscle relaxant drugs,N/A,0
doxapram,DB00561,muscle relaxant drugs,N/A,1
ergomar,N/A,triacetyloleandomycin,N/A,1
ergomar,N/A,ergotamine,DB00696,0
triacetyloleandomycin,N/A,ergotamine,DB00696,1
ergomar,N/A,vasoconstrictor drugs,N/A,1
xanthine bronchodilators,N/A,theophylline,DB00277,0
xanthine bronchodilators,N/A,ephedrine,DB01364,0
xanthine bronchodilators,N/A,sympathomimetic bronchodilators,N/A,1
theophylline,DB00277,ephedrine,DB01364,0
theophylline,DB00277,sympathomimetic bronchodilators,N/A,1
ephedrine,DB01364,sympathomimetic bronchodilators,N/A,1
dyphylline,DB00651,probenecid,DB01032,1
dyphylline,DB00651,dyphylline,DB00651,0
probenecid,DB01032,dyphylline,DB00651,0
azopt,N/A,brinzolamide,DB01194,0
azopt,N/A,carbonic anhydrase inhibitor,N/A,0
brinzolamide,DB01194,carbonic anhydrase inhibitor,N/A,0
carbonic anhydrase inhibitors,N/A,salicylate,N/A,0
hydrochlorothiazide,DB00999,nifedipine,DB01115,0
warfarin,DB00682,nifedipine,DB01115,0
sulphenazole,N/A,tolbutamide,DB01124,0
sulphenazole,N/A,nifedipine,DB01115,0
tolbutamide,DB01124,nifedipine,DB01115,0
irbesartan,DB01029,warfarin,DB00682,0
warfarin,DB00682,hydrochlorothiazide,DB00999,0
warfarin,DB00682,irbesartan,DB01029,0
hydrochlorothiazide,DB00999,irbesartan,DB01029,0
digoxin,DB00390,irbesartan,DB01029,0
irbesartan,DB01029,digoxin,DB00390,0
irbesartan,DB01029,nifedipine,DB01115,0
irbesartan,DB01029,hydrochlorothiazide,DB00999,0
levetiracetam,DB01202,valproic acid,DB00313,0
phenytoin,DB00252,contraceptive,N/A,0
phenytoin,DB00252,digoxin,DB00390,0
phenytoin,DB00252,probenecid,DB01032,0
valproate,N/A,contraceptive,N/A,0
valproate,N/A,digoxin,DB00390,0
valproate,N/A,probenecid,DB01032,0
contraceptive,N/A,digoxin,DB00390,0
contraceptive,N/A,warfarin,DB00682,0
contraceptive,N/A,probenecid,DB01032,0
digoxin,DB00390,probenecid,DB01032,0
warfarin,DB00682,probenecid,DB01032,0
keppra,N/A,antiepileptic drugs,N/A,0
keppra,N/A,aeds,N/A,0
keppra,N/A,phenytoin,DB00252,0
keppra,N/A,keppra,N/A,0
keppra,N/A,phenytoin,DB00252,0
antiepileptic drugs,N/A,aeds,N/A,0
antiepileptic drugs,N/A,phenytoin,DB00252,0
antiepileptic drugs,N/A,keppra,N/A,0
antiepileptic drugs,N/A,phenytoin,DB00252,0
aeds,N/A,keppra,N/A,0
phenytoin,DB00252,keppra,N/A,0
levetiracetam,DB01202,phenytoin,DB00252,0
valproate,N/A,keppra,N/A,0
keppra,N/A,valproate,N/A,0
valproate,N/A,levetiracetam,DB01202,0
keppra,N/A,carbamazepine,DB00564,0
keppra,N/A,gabapentin,DB00996,0
keppra,N/A,lamotrigine,DB00555,0
keppra,N/A,phenobarbital,DB01174,0
keppra,N/A,primidone,DB00794,0
keppra,N/A,levetiracetam,DB01202,0
aeds,N/A,gabapentin,DB00996,0
aeds,N/A,lamotrigine,DB00555,0
aeds,N/A,phenobarbital,DB01174,0
aeds,N/A,primidone,DB00794,0
aeds,N/A,valproate,N/A,0
aeds,N/A,levetiracetam,DB01202,0
carbamazepine,DB00564,lamotrigine,DB00555,0
carbamazepine,DB00564,valproate,N/A,0
carbamazepine,DB00564,levetiracetam,DB01202,0
gabapentin,DB00996,lamotrigine,DB00555,0
gabapentin,DB00996,phenobarbital,DB01174,0
gabapentin,DB00996,primidone,DB00794,0
gabapentin,DB00996,valproate,N/A,0
gabapentin,DB00996,levetiracetam,DB01202,0
gabapentin,DB00996,aeds,N/A,0
lamotrigine,DB00555,phenobarbital,DB01174,0
lamotrigine,DB00555,phenytoin,DB00252,0
lamotrigine,DB00555,primidone,DB00794,0
lamotrigine,DB00555,levetiracetam,DB01202,0
lamotrigine,DB00555,aeds,N/A,0
phenobarbital,DB01174,levetiracetam,DB01202,0
phenytoin,DB00252,levetiracetam,DB01202,0
primidone,DB00794,valproate,N/A,0
primidone,DB00794,levetiracetam,DB01202,0
valproate,N/A,levetiracetam,DB01202,0
valproate,N/A,aeds,N/A,0
levetiracetam,DB01202,aeds,N/A,1
levetiracetam,DB01202,levetiracetam,DB01202,0
levetiracetam,DB01202,carbamazepine,DB00564,0
levetiracetam,DB01202,valproate,N/A,0
levetiracetam,DB01202,topiramate,DB00273,0
levetiracetam,DB01202,lamotrigine,DB00555,0
valproate,N/A,topiramate,DB00273,0
valproate,N/A,lamotrigine,DB00555,0
topiramate,DB00273,lamotrigine,DB00555,0
contraceptives,N/A,keppra,N/A,0
contraceptives,N/A,levonorgestrel,DB00367,0
keppra,N/A,contraceptive,N/A,0
keppra,N/A,ethinyl estradiol,N/A,0
keppra,N/A,levonorgestrel,DB00367,0
contraceptive,N/A,levetiracetam,DB01202,0
digoxin,DB00390,keppra,N/A,0
keppra,N/A,digoxin,DB00390,0
digoxin,DB00390,levetiracetam,DB01202,0
warfarin,DB00682,keppra,N/A,0
warfarin,DB00682,r warfarin,N/A,0
warfarin,DB00682,s warfarin,N/A,0
keppra,N/A,r warfarin,N/A,0
keppra,N/A,s warfarin,N/A,0
r warfarin,N/A,s warfarin,N/A,0
warfarin,DB00682,levetiracetam,DB01202,0
probenecid,DB01032,levetiracetam,DB01202,0
keppra,N/A,probenecid,DB01032,0
anticoagulants,N/A,diethylstilbestrol,DB00255,0
barbiturates,N/A,diethylstilbestrol,DB00255,0
rifampin,N/A,diethylstilbestrol,DB00255,0
diethylstilbestrol,DB00255,corticosteroids,N/A,0
corticosteroids,N/A,corticosteroids,N/A,0
ertapenem,DB00303,probenecid,DB01032,1
ertapenem,DB00303,ertapenem,DB00303,0
probenecid,DB01032,probenecid,DB01032,0
probenecid,DB01032,ertapenem,DB00303,1
ertapenem,DB00303,digoxin,DB00390,0
ertapenem,DB00303,vinblastine,DB00570,0
digoxin,DB00390,vinblastine,DB00570,0
digoxin,DB00390,ertapenem,DB00303,0
vinblastine,DB00570,ertapenem,DB00303,0
calcium,DB01373,antacids,N/A,0
calcium acetate,DB00258,digitalis glycosides,N/A,1
calcium acetate,DB00258,calcium,DB01373,0
digitalis glycosides,N/A,calcium,DB01373,0
bexarotene,DB00307,ketoconazole,DB01026,0
bexarotene,DB00307,itraconazole,DB01167,0
bexarotene,DB00307,erythromycin,DB00199,0
bexarotene,DB00307,gemfibrozil,DB01241,0
bexarotene,DB00307,bexarotene,DB00307,0
ketoconazole,DB01026,gemfibrozil,DB01241,0
ketoconazole,DB01026,bexarotene,DB00307,1
itraconazole,DB01167,gemfibrozil,DB01241,0
itraconazole,DB01167,bexarotene,DB00307,1
erythromycin,DB00199,gemfibrozil,DB01241,0
erythromycin,DB00199,bexarotene,DB00307,1
gemfibrozil,DB01241,bexarotene,DB00307,0
rifampin,N/A,bexarotene,DB00307,1
phenytoin,DB00252,bexarotene,DB00307,1
phenobarbital,DB01174,bexarotene,DB00307,1
targretin,N/A,gemfibrozil,DB01241,0
targretin,N/A,bexarotene,DB00307,0
gemfibrozil,DB01241,gemfibrozil,DB01241,0
bexarotene,DB00307,atorvastatin,DB01076,0
gemfibrozil,DB01241,targretin,N/A,1
phenytoin,DB00252,norpace,N/A,1
phenytoin,DB00252,norpace cr,N/A,1
phenytoin,DB00252,disopyramide,DB00280,0
norpace,N/A,norpace cr,N/A,0
norpace,N/A,disopyramide,DB00280,0
norpace cr,N/A,disopyramide,DB00280,0
antiarrhythmic drugs,N/A,quinidine,DB00908,0
antiarrhythmic drugs,N/A,procainamide,DB01035,0
antiarrhythmic drugs,N/A,lidocaine,DB00281,0
antiarrhythmic drugs,N/A,propranolol,DB00571,0
antiarrhythmic drugs,N/A,norpace,N/A,0
quinidine,DB00908,lidocaine,DB00281,0
quinidine,DB00908,propranolol,DB00571,0
quinidine,DB00908,norpace,N/A,0
procainamide,DB01035,lidocaine,DB00281,0
procainamide,DB01035,propranolol,DB00571,0
procainamide,DB01035,norpace,N/A,0
lidocaine,DB00281,propranolol,DB00571,0
lidocaine,DB00281,norpace,N/A,0
propranolol,DB00571,norpace,N/A,0
norpace,N/A,propranolol,DB00571,0
norpace,N/A,diazepam,DB00829,0
norpace,N/A,quinidine,DB00908,0
norpace,N/A,digoxin,DB00390,0
disopyramide phosphate,N/A,erythromycin,DB00199,1
disopyramide phosphate,N/A,disopyramide,DB00280,0
erythromycin,DB00199,disopyramide,DB00280,1
verapamil,DB00661,disopyramide phosphate,N/A,0
verapamil,DB00661,disopyramide,DB00280,0
verapamil,DB00661,verapamil,DB00661,0
disopyramide phosphate,N/A,verapamil,DB00661,0
amyl nitrite,DB01612,alcohol,N/A,1
5ht3 antagonists,N/A,apomorphine,DB00714,0
5ht3 antagonists,N/A,ondansetron,DB00904,0
5ht3 antagonists,N/A,5ht3 antagonist class,N/A,0
5ht3 antagonists,N/A,granisetron,DB00889,0
5ht3 antagonists,N/A,dolasetron,DB00757,0
5ht3 antagonists,N/A,palonosetron,DB00377,0
5ht3 antagonists,N/A,alosetron,DB00969,0
apomorphine,DB00714,ondansetron,DB00904,1
apomorphine,DB00714,5ht3 antagonist class,N/A,1
apomorphine,DB00714,granisetron,DB00889,1
apomorphine,DB00714,dolasetron,DB00757,1
apomorphine,DB00714,palonosetron,DB00377,1
apomorphine,DB00714,alosetron,DB00969,1
ondansetron,DB00904,apomorphine,DB00714,0
ondansetron,DB00904,5ht3 antagonist class,N/A,0
ondansetron,DB00904,ondansetron,DB00904,0
