Drug1,Drug2,Interaction
phenylbutazone,thyroid drugs,0
phenylbutazone,triclofos sodium,0
phenylbutazone,trimethoprim,0
phenylbutazone,sulfamethoxazole,0
phenylbutazone,warfarin sodium,0
phenyramidol,phenytoin,0
phenyramidol,prolonged narcotics,0
phenyramidol,pyrazolones,0
phenyramidol,quinidine,0
phenyramidol,quinine,0
phenyramidol,ranitidine,0
phenyramidol,salicylates,0
phenyramidol,sulfinpyrazone,0
phenyramidol,sulfonamides,0
phenyramidol,sulindac,0
phenyramidol,thyroid drugs,0
phenyramidol,tolbutamide,0
phenyramidol,triclofos sodium,0
phenyramidol,trimethoprim,0
phenyramidol,sulfamethoxazole,0
phenyramidol,warfarin sodium,0
phenytoin,prolonged narcotics,0
phenytoin,pyrazolones,0
phenytoin,quinine,0
phenytoin,ranitidine,0
phenytoin,sulfinpyrazone,0
phenytoin,sulindac,0
phenytoin,thyroid drugs,0
phenytoin,triclofos sodium,0
phenytoin,trimethoprim,0
phenytoin,sulfamethoxazole,0
phenytoin,warfarin sodium,0
prolonged narcotics,pyrazolones,0
prolonged narcotics,quinidine,0
prolonged narcotics,quinine,0
prolonged narcotics,ranitidine,0
prolonged narcotics,salicylates,0
prolonged narcotics,sulfinpyrazone,0
prolonged narcotics,sulfonamides,0
prolonged narcotics,sulindac,0
prolonged narcotics,thyroid drugs,0
prolonged narcotics,tolbutamide,0
prolonged narcotics,triclofos sodium,0
prolonged narcotics,trimethoprim,0
prolonged narcotics,sulfamethoxazole,0
prolonged narcotics,warfarin sodium,0
pyrazolones,quinidine,0
pyrazolones,quinine,0
pyrazolones,ranitidine,0
pyrazolones,salicylates,0
pyrazolones,sulfinpyrazone,0
pyrazolones,sulfonamides,0
pyrazolones,sulindac,0
pyrazolones,thyroid drugs,0
pyrazolones,tolbutamide,0
pyrazolones,triclofos sodium,0
pyrazolones,trimethoprim,0
pyrazolones,sulfamethoxazole,0
pyrazolones,warfarin sodium,0
quinidine,quinine,0
quinidine,ranitidine,0
quinidine,salicylates,0
quinidine,sulfinpyrazone,0
quinidine,sulfonamides,0
quinidine,sulindac,0
quinidine,thyroid drugs,0
quinidine,tolbutamide,0
quinidine,triclofos sodium,0
quinidine,trimethoprim,0
quinidine,sulfamethoxazole,0
quinidine,warfarin sodium,0
quinine,ranitidine,0
quinine,salicylates,0
quinine,sulfinpyrazone,0
quinine,sulfonamides,0
quinine,sulindac,0
quinine,thyroid drugs,0
quinine,tolbutamide,0
quinine,triclofos sodium,0
quinine,trimethoprim,0
quinine,sulfamethoxazole,0
quinine,warfarin sodium,0
ranitidine,salicylates,0
ranitidine,sulfinpyrazone,0
ranitidine,sulfonamides,0
ranitidine,sulindac,0
ranitidine,thyroid drugs,0
ranitidine,tolbutamide,0
ranitidine,triclofos sodium,0
ranitidine,trimethoprim,0
ranitidine,sulfamethoxazole,0
salicylates,sulindac,0
salicylates,thyroid drugs,0
salicylates,triclofos sodium,0
salicylates,trimethoprim,0
salicylates,sulfamethoxazole,0
salicylates,warfarin sodium,0
sulfinpyrazone,sulfonamides,0
sulfinpyrazone,sulindac,0
sulfinpyrazone,thyroid drugs,0
sulfinpyrazone,tolbutamide,0
sulfinpyrazone,triclofos sodium,0
sulfinpyrazone,trimethoprim,0
sulfinpyrazone,sulfamethoxazole,0
sulfinpyrazone,warfarin sodium,0
sulfonamides,sulindac,0
sulfonamides,thyroid drugs,0
sulfonamides,triclofos sodium,0
sulfonamides,trimethoprim,0
sulfonamides,sulfamethoxazole,0
sulfonamides,warfarin sodium,0
sulindac,thyroid drugs,0
sulindac,tolbutamide,0
sulindac,triclofos sodium,0
sulindac,trimethoprim,0
sulindac,sulfamethoxazole,0
sulindac,warfarin sodium,0
thyroid drugs,tolbutamide,0
thyroid drugs,triclofos sodium,0
thyroid drugs,trimethoprim,0
thyroid drugs,sulfamethoxazole,0
thyroid drugs,warfarin sodium,0
tolbutamide,triclofos sodium,0
tolbutamide,trimethoprim,0
tolbutamide,sulfamethoxazole,0
tolbutamide,warfarin sodium,0
triclofos sodium,trimethoprim,0
triclofos sodium,sulfamethoxazole,0
triclofos sodium,warfarin sodium,0
trimethoprim,warfarin sodium,0
sulfamethoxazole,warfarin sodium,0
anticoagulants,hypoglycemic agents,1
anticoagulants,tolbutamide,1
anticoagulants,chlorpropamide,1
hypoglycemic agents,tolbutamide,0
hypoglycemic agents,chlorpropamide,0
tolbutamide,chlorpropamide,0
anticoagulants,phenytoin,0
anticoagulants,anticonvulsant,0
phenytoin,anticoagulant,0
anticonvulsant,anticoagulant,0
antineoplastic agents,aspirin,0
antineoplastic agents,non-steroidal anti-inflammatory drugs,0
antineoplastic agents,dipyridamole,0
antineoplastic agents,hydrochloroquine,0
antineoplastic agents,clofibrate,0
antineoplastic agents,dextran,0
antineoplastic agents,anticoagulants,1
aspirin,dipyridamole,0
aspirin,hydrochloroquine,0
aspirin,clofibrate,0
aspirin,dextran,0
aspirin,anticoagulants,1
non-steroidal anti-inflammatory drugs,dipyridamole,0
non-steroidal anti-inflammatory drugs,hydrochloroquine,0
non-steroidal anti-inflammatory drugs,clofibrate,0
non-steroidal anti-inflammatory drugs,dextran,0
non-steroidal anti-inflammatory drugs,anticoagulants,1
dipyridamole,hydrochloroquine,0
dipyridamole,clofibrate,0
dipyridamole,dextran,0
dipyridamole,anticoagulants,1
hydrochloroquine,clofibrate,0
hydrochloroquine,dextran,0
hydrochloroquine,anticoagulants,1
clofibrate,anticoagulants,1
dextran,anticoagulants,1
antiplatelet medication,anticoagulant medication,1
Dicumarol,indanedione anticoagulants,0
Dicumarol,anisindione,0
indanedione anticoagulants,anisindione,0
alcohol,Acamprosate,0
alcohol,acamprosate,0
Acamprosate,alcohol,0
Acamprosate,acamprosate,0
disulfiram,diazepam,0
disulfiram,acamprosate,0
diazepam,acamprosate,0
naltrexone,Acamprosate,0
naltrexone,acamprosate,0
naltrexone,6-beta-naltrexol,0
6-beta-naltrexol,Acamprosate,0
Acamprosate,anxiolytics,0
Acamprosate,hypnotics,0
Acamprosate,sedatives,0
Acamprosate,benzodiazepines,0
Acamprosate,non-opioid analgesics,0
anxiolytics,hypnotics,0
anxiolytics,sedatives,0
anxiolytics,benzodiazepines,0
anxiolytics,non-opioid analgesics,0
hypnotics,benzodiazepines,0
hypnotics,non-opioid analgesics,0
sedatives,benzodiazepines,0
sedatives,non-opioid analgesics,0
benzodiazepines,non-opioid analgesics,0
Acamprosate,antidepressants,1
vasopressors,monoamine oxidase (MAO) inhibitors,1
Epinephrine,sympathomimetic drugs,0
Epinephrine,isoproterenol,1
sympathomimetic drugs,isoproterenol,0
epinephrine,cyclopropane,1
epinephrine,halogenated hydrocarbon general anesthetics,1
epinephrine,halothane,1
cyclopropane,halogenated hydrocarbon general anesthetics,0
cyclopropane,halothane,0
halogenated hydrocarbon general anesthetics,halothane,0
Epinephrine,digitalis,1
Epinephrine,glycosides,1
digitalis,glycosides,0
digitalis,sympathomimetic drugs,0
glycosides,sympathomimetic drugs,0
Diuretic agents,epinephrine,1
Epinephrine,guanethidine,1
heparin,warfarin,0
heparin,beta-adrenergic receptor blockers,0
heparin,calcium channel antagonists,0
heparin,angiotensin converting enzyme inhibitors,0
heparin,nitrates,0
heparin,ticlopidine,0
heparin,aspirin,0
warfarin,beta-adrenergic receptor blockers,0
warfarin,calcium channel antagonists,0
warfarin,angiotensin converting enzyme inhibitors,0
warfarin,nitrates,0
warfarin,ticlopidine,0
warfarin,aspirin,0
beta-adrenergic receptor blockers,calcium channel antagonists,0
beta-adrenergic receptor blockers,angiotensin converting enzyme inhibitors,0
beta-adrenergic receptor blockers,nitrates,0
beta-adrenergic receptor blockers,ticlopidine,0
beta-adrenergic receptor blockers,aspirin,0
calcium channel antagonists,angiotensin converting enzyme inhibitors,0
calcium channel antagonists,nitrates,0
calcium channel antagonists,ticlopidine,0
calcium channel antagonists,aspirin,0
angiotensin converting enzyme inhibitors,nitrates,0
angiotensin converting enzyme inhibitors,ticlopidine,0
angiotensin converting enzyme inhibitors,aspirin,0
nitrates,ticlopidine,0
nitrates,aspirin,0
ticlopidine,aspirin,0
Heparin,thrombolytics,0
Heparin,anti platelet agents,0
anticoagulants,thrombolytics,0
anticoagulants,anti platelet agents,0
thrombolytics,anti platelet agents,0
diagnostic monoclonal antibodies,therapeutic monoclonal antibodies,0
CANCIDAS,itraconazole,0
CANCIDAS,amphotericin B,0
CANCIDAS,mycophenolate,0
CANCIDAS,nelfinavir,0
CANCIDAS,tacrolimus,0
itraconazole,amphotericin B,0
itraconazole,mycophenolate,0
itraconazole,tacrolimus,0
amphotericin B,mycophenolate,0
amphotericin B,nelfinavir,0
amphotericin B,tacrolimus,0
mycophenolate,nelfinavir,0
mycophenolate,tacrolimus,0
nelfinavir,tacrolimus,0
CANCIDAS,CANCIDAS,0
tacrolimus,tacrolimus,0
tacrolimus,CANCIDAS,0
cyclosporine,caspofungin,1
CANCIDAS,cyclosporine,1
rifampin,caspofungin,1
rifampin,CANCIDAS,1
efavirenz,nevirapine,0
efavirenz,phenytoin,0
efavirenz,dexamethasone,0
efavirenz,carbamazepine,0
efavirenz,CANCIDAS,0
efavirenz,caspofungin,0
nevirapine,phenytoin,0
nevirapine,dexamethasone,0
nevirapine,carbamazepine,0
nevirapine,CANCIDAS,0
nevirapine,caspofungin,0
phenytoin,CANCIDAS,0
phenytoin,caspofungin,0
dexamethasone,CANCIDAS,0
dexamethasone,caspofungin,0
carbamazepine,CANCIDAS,0
carbamazepine,caspofungin,0
CANCIDAS,caspofungin,0
CANCIDAS,efavirenz,1
CANCIDAS,nevirapine,1
CANCIDAS,phenytoin,1
CANCIDAS,dexamethasone,1
CANCIDAS,carbamazepine,1
Beta-adrenergic blocking agents,arbutamine,1
"Antiarrhythmic agents, class I",flecainide,0
"Antiarrhythmic agents, class I",lidocaine,0
"Antiarrhythmic agents, class I",quinidine,0
"Antiarrhythmic agents, class I",arbutamine,0
flecainide,lidocaine,0
flecainide,arbutamine,0
lidocaine,quinidine,0
lidocaine,arbutamine,0
quinidine,arbutamine,0
Antidepressants,atropine,0
Antidepressants,anticholinergic agents,0
Antidepressants,digitalis glycosides,0
Antidepressants,arbutamine,0
tricyclic,atropine,0
tricyclic,anticholinergic agents,0
tricyclic,digitalis glycosides,0
tricyclic,arbutamine,0
atropine,anticholinergic agents,0
atropine,digitalis glycosides,0
atropine,arbutamine,0
anticholinergic agents,digitalis glycosides,0
anticholinergic agents,arbutamine,0
digitalis glycosides,arbutamine,0
Albuterol,Antihistamines,0
Albuterol,antidiabetic drugs,0
Albuterol,diuretics,0
Albuterol,digitalis,0
Antihistamines,antidiabetic drugs,0
Antihistamines,diuretics,0
Antihistamines,digitalis,0
antidiabetic drugs,diuretics,0
antidiabetic drugs,digitalis,0
diuretics,digitalis,0
cephalosporins,aminoglycoside antibiotics,1
cephalothin,cefoxitin,0
Corticotropin,diuretic,1
calcium channel blockers,Nimotop,1
Nimotop,antihypertensive compounds,1
nimodipine,cimetidine,0
nimodipine,nimodipine,0
cimetidine,nimodipine,0
benzodiazepines,barbiturates,1
lorazepam,barbiturates,1
lorazepam,alcohol,1
Lorazepam,benzodiazepines,0
Lorazepam,ethyl alcohol,1
Lorazepam,phenothiazines,1
Lorazepam,barbiturates,1
Lorazepam,MAO inhibitors,1
Lorazepam,antidepressants,1
Lorazepam,scopolamine,0
benzodiazepines,ethyl alcohol,1
benzodiazepines,phenothiazines,1
benzodiazepines,MAO inhibitors,1
benzodiazepines,antidepressants,1
benzodiazepines,scopolamine,0
ethyl alcohol,phenothiazines,0
ethyl alcohol,barbiturates,0
ethyl alcohol,MAO inhibitors,0
ethyl alcohol,antidepressants,0
ethyl alcohol,scopolamine,0
ethyl alcohol,lorazepam,0
phenothiazines,barbiturates,0
phenothiazines,MAO inhibitors,0
phenothiazines,antidepressants,0
phenothiazines,scopolamine,0
phenothiazines,lorazepam,0
barbiturates,MAO inhibitors,0
barbiturates,antidepressants,0
barbiturates,scopolamine,0
barbiturates,lorazepam,0
MAO inhibitors,antidepressants,0
MAO inhibitors,scopolamine,0
MAO inhibitors,lorazepam,0
antidepressants,scopolamine,0
antidepressants,lorazepam,0
scopolamine,lorazepam,1
cimetidine,Femara,0
warfarin,Femara,0
Femara,tamoxifen,1
Femara,letrozole,0
tamoxifen,letrozole,0
Codeine,narcotic analgesics,1
Codeine,anesthetics,1
Codeine,phenothiazines,1
Codeine,tranquilizers,1
Codeine,sedative-hypnotics,1
Codeine,CNS depressants,1
Codeine,alcohol,1
narcotic analgesics,anesthetics,0
narcotic analgesics,phenothiazines,0
narcotic analgesics,tranquilizers,0
narcotic analgesics,sedative-hypnotics,0
narcotic analgesics,CNS depressants,0
narcotic analgesics,alcohol,0
cimetidine,antidepressants,0
cimetidine,Type 1C antiarrhythmics,0
cimetidine,propafenone,0
selective serotonin reuptake inhibitors,SSRIs,0
selective serotonin reuptake inhibitors,citalopram,0
selective serotonin reuptake inhibitors,escitalopram,0
selective serotonin reuptake inhibitors,fluoxetine,0
selective serotonin reuptake inhibitors,sertraline,0
selective serotonin reuptake inhibitors,paroxetine,0
SSRIs,citalopram,0
SSRIs,escitalopram,0
citalopram,fluoxetine,0
citalopram,sertraline,0
citalopram,paroxetine,0
escitalopram,fluoxetine,0
escitalopram,sertraline,0
escitalopram,paroxetine,0
sertraline,paroxetine,0
SSRI,TCA,1
SSRI,SSRI,0
TCA,SSRI,0
TCAs,SSRIs,1
quinidine,selective serotonin reuptake inhibitors,0
quinidine,SSRIs,0
quinidine,doxepin,1
selective serotonin reuptake inhibitors,doxepin,1
SSRIs,doxepin,1
MAO Inhibitors,MAO inhibitors,0
MAO inhibitors,SINEQUAN,1
Cimetidine,tricyclic antidepressants,1
tricyclic antidepressant,cimetidine,1
cimetidine,cimetidine,0
cimetidine,tricyclic antidepressant,0
Alcohol,SINEQUAN,0
alcohol,SINEQUAN,1
Tolazamide,tolazamide,0
Tolazamide,doxepin,0
tolazamide,doxepin,1
beta-adrenergic blocking agents,adrenergic bronchodilators,0
beta-adrenergic blocking agents,disopyramide,0
beta-adrenergic blocking agents,quinidine,0
beta-adrenergic blocking agents,phenothiazines,0
beta-adrenergic blocking agents,procainamide,0
adrenergic bronchodilators,disopyramide,0
adrenergic bronchodilators,quinidine,0
adrenergic bronchodilators,phenothiazines,0
adrenergic bronchodilators,procainamide,0
phenothiazines,procainamide,0
barbiturates,narcotics,0
barbiturates,ketamine,1
narcotics,ketamine,1
Ketamine,anesthetic agents,0
Isocarboxazid,Antabuse,1
Isocarboxazid,disulfiram,1
Antabuse,disulfiram,0
MAO inhibitor,disulfiram,1
Isocarboxazid,psychotropic agents,1
Isocarboxazid,Isocarboxazid,0
Eprosartan,digoxin,0
Eprosartan,warfarin,0
Eprosartan,glyburide,0
warfarin,glyburide,0
eprosartan,ketoconazole,0
eprosartan,fluconazole,0
eprosartan,eprosartan,0
ketoconazole,eprosartan,0
fluconazole,eprosartan,0
Ranitidine,eprosartan,0
Eprosartan,thiazide diuretic,0
Eprosartan,hydrochlorothiazide,0
thiazide diuretic,hydrochlorothiazide,0
Eprosartan,calcium channel blockers,0
Eprosartan,nifedipine,0
calcium channel blockers,nifedipine,0
Anesthetics,Sedatives,0
Anesthetics,Hypnotics,0
Anesthetics,Opioids,0
Anesthetics,PRECEDEX,0
Anesthetics,sedatives,0
Anesthetics,hypnotics,0
Anesthetics,opioids,0
Sedatives,Opioids,0
Sedatives,PRECEDEX,0
Sedatives,anesthetics,0
Sedatives,sedatives,0
Sedatives,hypnotics,0
Sedatives,opioids,0
Hypnotics,Opioids,0
Hypnotics,PRECEDEX,0
Hypnotics,anesthetics,0
Hypnotics,sedatives,0
Hypnotics,hypnotics,0
Hypnotics,opioids,0
Opioids,PRECEDEX,0
Opioids,anesthetics,0
Opioids,sedatives,0
Opioids,hypnotics,0
Opioids,opioids,0
PRECEDEX,anesthetics,1
PRECEDEX,sedatives,1
PRECEDEX,hypnotics,1
PRECEDEX,opioids,1
anesthetics,sedatives,0
anesthetics,hypnotics,0
anesthetics,opioids,0
sedatives,hypnotics,0
sedatives,opioids,0
hypnotics,opioids,0
sevoflurane,isoflurane,0
sevoflurane,propofol,0
sevoflurane,alfentanil,0
sevoflurane,midazolam,0
isoflurane,propofol,0
isoflurane,alfentanil,0
isoflurane,midazolam,0
propofol,alfentanil,0
propofol,midazolam,0
alfentanil,midazolam,0
dexmedetomidine,isoflurane,0
dexmedetomidine,propofol,0
dexmedetomidine,alfentanil,0
dexmedetomidine,midazolam,0
PRECEDEX,PRECEDEX,0
PRECEDEX,anesthetic,1
PRECEDEX,sedative,1
PRECEDEX,hypnotic,1
PRECEDEX,opioid,1
anesthetic,sedative,0
anesthetic,hypnotic,0
anesthetic,opioid,0
sedative,hypnotic,0
sedative,opioid,0
hypnotic,opioid,0
Neuromuscular Blockers,PRECEDEX,0
Neuromuscular Blockers,rocuronium,0
PRECEDEX,rocuronium,0
aspirin,carbonic anhydrase inhibitors,1
Adenocard,adenosine,0
Adenocard,quinidine,0
Adenocard,beta-adrenergic blocking agents,0
Adenocard,calcium channel blocking agents,0
Adenocard,angiotensin converting enzyme inhibitors,0
adenosine,quinidine,0
adenosine,beta-adrenergic blocking agents,0
adenosine,calcium channel blocking agents,0
adenosine,angiotensin converting enzyme inhibitors,0
quinidine,beta-adrenergic blocking agents,0
quinidine,calcium channel blocking agents,0
quinidine,angiotensin converting enzyme inhibitors,0
beta-adrenergic blocking agents,calcium channel blocking agents,0
beta-adrenergic blocking agents,angiotensin converting enzyme inhibitors,0
calcium channel blocking agents,angiotensin converting enzyme inhibitors,0
Digoxin,verapamil,0
Digoxin,Adenocard,1
verapamil,Adenocard,1
Adenocard,digitalis,1
adenosine,methylxanthines,1
adenosine,caffeine,1
adenosine,theophylline,1
methylxanthines,caffeine,0
methylxanthines,theophylline,0
caffeine,theophylline,0
methylxanthines,adenosine,1
adenosine,adenosine,0
Adenosine,dipyridamole,1
adenosine,dipyridamole,1
adenosine,carbamazepine,1
Nitroglycerin,DynaCirc,0
Nitroglycerin,isradipine,0
Nitroglycerin,nitroglycerin,0
DynaCirc,isradipine,0
DynaCirc,nitroglycerin,0
isradipine,nitroglycerin,0
Hydrochlorothiazide,DynaCirc,0
Hydrochlorothiazide,isradipine,0
DynaCirc,hydrochlorothiazide,0
isradipine,hydrochlorothiazide,0
isradipine,isradipine,0
hydrochlorothiazide,isradipine,0
Propranolol,propranolol,0
Propranolol,isradipine,0
propranolol,isradipine,0
isradipine,propranolol,0
Cimetidine,isradipine,0
cimetidine,isradipine,0
isradipine,cimetidine,1
Rifampicin,isradipine,0
rifampicin,isradipine,0
Warfarin,isradipine,0
isradipine,warfarin,0
warfarin,isradipine,0
Digoxin,DynaCirc,0
Digoxin,isradipine,0
DynaCirc,digoxin,0
isradipine,digoxin,0
Fentanyl,fentanyl,0
Fentanyl,beta blocker,0
Fentanyl,calcium channel blocker,0
fentanyl,beta blocker,1
fentanyl,calcium channel blocker,1
beta blocker,calcium channel blocker,0
SUSTIVA,efavirenz,0
efavirenz,efavirenz,0
phenobarbital,rifabutin,0
phenobarbital,efavirenz,1
rifampin,rifabutin,0
rifampin,efavirenz,1
rifabutin,efavirenz,1
Antihistamines,Anti-Migraine,0
Antihistamines,Antifungal,0
Benzodiazepines,Anti-Migraine,0
Benzodiazepines,Antifungal,0
Anti-Migraine,Antifungal,0
astemizole,voriconazole,0
midazolam,voriconazole,0
triazolam,voriconazole,0
cisapride,voriconazole,0
SUSTIVA,atazanavir,0
SUSTIVA,ritonavir,1
SUSTIVA,SUSTIVA,0
atazanavir,ritonavir,0
atazanavir,SUSTIVA,0
ritonavir,SUSTIVA,1
SUSTIVA,clarithromycin,0
clarithromycin,azithromycin,0
macrolide antibiotics,SUSTIVA,0
erythromycin,SUSTIVA,0
indinavir,SUSTIVA,1
SUSTIVA,indinavir,0
Lopinavir,ritonavir,0
lopinavir,ritonavir,0
lopinavir,SUSTIVA,1
methadone,opiate,0
efavirenz,contraceptives,0
contraceptives,contraceptives,0
protease inhibitor,SUSTIVA,0
Anticoagulants,Warfarin,0
Anticonvulsants,Phenytoin,0
Anticonvulsants,Phenobarbital,0
Anticonvulsants,Carbamazepine,0
Phenytoin,Carbamazepine,0
Phenobarbital,Carbamazepine,0
anticonvulsant,efavirenz,1
Antifungals,Itraconazole,0
Antifungals,Ketoconazole,0
Itraconazole,Ketoconazole,0
SUSTIVA,imidazole antifungals,0
SUSTIVA,triazole antifungals,0
imidazole antifungals,triazole antifungals,0
SUSTIVA,itraconazole,1
SUSTIVA,ketoconazole,1
Anti-HIV protease inhibitors,Saquinavir,0
Anti-HIV protease inhibitors,ritonavir,0
Saquinavir,ritonavir,0
efavirenz,SUSTIVA,0
SUSTIVA,aluminum/magnesium hydroxide antacids,0
SUSTIVA,azithromycin,0
SUSTIVA,cetirizine,0
SUSTIVA,famotidine,0
SUSTIVA,fluconazole,0
SUSTIVA,lamivudine,0
SUSTIVA,lorazepam,0
SUSTIVA,nelfinavir,0
SUSTIVA,paroxetine,0
SUSTIVA,zidovudine,0
efavirenz,aluminum/magnesium hydroxide antacids,0
efavirenz,azithromycin,1
efavirenz,cetirizine,0
efavirenz,famotidine,0
efavirenz,fluconazole,0
efavirenz,lamivudine,0
efavirenz,lorazepam,0
efavirenz,nelfinavir,0
efavirenz,paroxetine,0
efavirenz,zidovudine,0
aluminum/magnesium hydroxide antacids,azithromycin,0
aluminum/magnesium hydroxide antacids,cetirizine,0
aluminum/magnesium hydroxide antacids,famotidine,0
aluminum/magnesium hydroxide antacids,fluconazole,0
aluminum/magnesium hydroxide antacids,lamivudine,0
aluminum/magnesium hydroxide antacids,lorazepam,0
aluminum/magnesium hydroxide antacids,nelfinavir,0
aluminum/magnesium hydroxide antacids,paroxetine,0
aluminum/magnesium hydroxide antacids,zidovudine,0
azithromycin,cetirizine,1
azithromycin,famotidine,0
azithromycin,fluconazole,1
azithromycin,lamivudine,0
azithromycin,lorazepam,0
azithromycin,nelfinavir,1
azithromycin,paroxetine,0
azithromycin,zidovudine,1
cetirizine,famotidine,0
cetirizine,fluconazole,0
cetirizine,lamivudine,0
cetirizine,lorazepam,0
cetirizine,nelfinavir,0
cetirizine,paroxetine,0
cetirizine,zidovudine,0
famotidine,fluconazole,0
famotidine,lamivudine,0
famotidine,lorazepam,0
famotidine,nelfinavir,0
famotidine,paroxetine,0
fluconazole,lamivudine,0
fluconazole,lorazepam,0
fluconazole,nelfinavir,0
